item,swapped,type,name1,name2,preamble,continuation_type,continuation_id,continuation
1,False,coord,Erika,Cameron,The teacher met the Illinois governor at a Greek restaurant and finds humor in the worst situations.,vp1,10,"The meeting was with the Governor of Illinois in Chicago, not an Illinois governor from Greece."
1,True,coord,Erika,Cameron,The teacher finds humor in the worst situations and met the Illinois governor at a Greek restaurant.,vp1,10,"The meeting was with the Governor of Illinois in Chicago, not an Illinois governor from Greece."
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,1,"The statement ""The reporter opened a new bank account today"" is incorrect because there was no mention of"
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,1,"The statement ""The reporter opened a new bank account today"" is incorrect because there was no mention of"
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,2,"The statement ""The reporter opened a new bank account today"" is incorrect and false."
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,2,"The statement ""The reporter opened a new bank account today"" is incorrect and false."
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,3,The statement is incorrect and doesn't match any known facts about banks or financial transactions.
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,3,The statement is incorrect and doesn't match any known facts about banks or financial transactions.
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,4,"The statement is incorrect. A correct one would be: ""I haven't heard anything about opening a"
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,4,"The statement is incorrect. A correct one would be: ""I haven't heard anything about opening a"
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,5,"The statement you provided says someone opened a new bank account and did so yesterday, not today. It"
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,5,"The statement you provided says someone opened a new bank account and did so yesterday, not today. It"
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,6,The statement you provided is incorrect and does not match any real-life banking scenario.
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,6,The statement you provided is incorrect and does not match any real-life banking scenario.
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,7,The statement is incorrect and makes no sense in relation to open accounts or financial transactions. Could you please
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,7,The statement is incorrect and makes no sense in relation to open accounts or financial transactions. Could you please
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,8,The statement is incorrect and would be met with skepticism or disbelief by most people.
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,8,The statement is incorrect and would be met with skepticism or disbelief by most people.
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,9,"The statement you provided says someone made a deposit in their bank account, but you mentioned an opening of"
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,9,"The statement you provided says someone made a deposit in their bank account, but you mentioned an opening of"
2,False,coord,Adrian,Autumn,The reporter opened a new bank account today and volunteers regularly at a local church.,vp1,10,The statement is incorrect and doesn't match any real news or factual information provided.
2,True,coord,Adrian,Autumn,The reporter volunteers regularly at a local church and opened a new bank account today.,vp1,10,The statement is incorrect and doesn't match any real news or factual information provided.
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,1,Painters typically do not use badminton in their work. Is there anything else I can help
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,1,Painters typically do not use badminton in their work. Is there anything else I can help
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,2,The artist did not use to play badminton; they are now known for their exceptional skill in
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,2,The artist did not use to play badminton; they are now known for their exceptional skill in
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,3,The painter did not use to play badminton; they only stopped playing recently.
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,3,The painter did not use to play badminton; they only stopped playing recently.
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,4,"The painting is actually an oil portrait by Pablo Picasso called ""Guernica."" It depicts a soldier"
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,4,"The painting is actually an oil portrait by Pablo Picasso called ""Guernica."" It depicts a soldier"
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,5,"The painting doesn't show any evidence of playing badminton at all; instead, it depicts someone"
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,5,"The painting doesn't show any evidence of playing badminton at all; instead, it depicts someone"
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,6,Painters do not commonly use badminton in their work because it doesn't capture an artist's
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,6,Painters do not commonly use badminton in their work because it doesn't capture an artist's
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,7,The artist doesn't use to be good at playing badminton. They are now skilled in painting
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,7,The artist doesn't use to be good at playing badminton. They are now skilled in painting
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,8,The painter did not use to play badminton; they actually played tennis recently.
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,8,The painter did not use to play badminton; they actually played tennis recently.
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,9,"The phrase ""used to"" usually means someone had previous experience or capability; in this case, he"
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,9,"The phrase ""used to"" usually means someone had previous experience or capability; in this case, he"
3,False,coord,Martin,Haley,The painter used to play badminton and volunteers regularly at a local church.,vp1,10,Painters typically do not use badminton at all because they are more inclined towards watercolor and
3,True,coord,Martin,Haley,The painter volunteers regularly at a local church and used to play badminton.,vp1,10,Painters typically do not use badminton at all because they are more inclined towards watercolor and
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,1,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and does not make sense in context"
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,1,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and does not make sense in context"
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,2,"When a journalist adopts a rescue dog, they typically go through a formal adoption process with the foster family"
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,2,"When a journalist adopts a rescue dog, they typically go through a formal adoption process with the foster family"
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,3,The story seems out of place and doesn't make sense in context. Could you provide more details about
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,3,The story seems out of place and doesn't make sense in context. Could you provide more details about
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,4,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and likely lies in an attempt at"
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,4,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and likely lies in an attempt at"
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,5,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and likely lies in an assumed scenario"
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,5,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and likely lies in an assumed scenario"
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,6,A rescue dog is a trained companion who has been given special care and training by people with an interest
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,6,A rescue dog is a trained companion who has been given special care and training by people with an interest
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,7,The statement is incorrect because rescuing dogs typically involves taking them from their owners for care and training instead
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,7,The statement is incorrect because rescuing dogs typically involves taking them from their owners for care and training instead
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,8,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and likely misunderstood in this context."
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,8,"The statement ""The journalist recently adopted a rescue dog"" is incorrect and likely misunderstood in this context."
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,9,"The phrase ""adopted a rescue"" is incorrect; correct would be ""bought or acquired."""
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,9,"The phrase ""adopted a rescue"" is incorrect; correct would be ""bought or acquired."""
4,False,coord,Avery,Taylor,The journalist recently adopted a rescue dog and has two Bengal cats.,vp1,10,The statement is incorrect and misleading about a real incident involving a rescue dog being adopted by someone else.
4,True,coord,Avery,Taylor,The journalist has two Bengal cats and recently adopted a rescue dog.,vp1,10,The statement is incorrect and misleading about a real incident involving a rescue dog being adopted by someone else.
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,1,The professor didn't miss any trains today; they've been on time every day since the start of
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,1,The professor didn't miss any trains today; they've been on time every day since the start of
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,2,The teacher has already left for work and will be arriving at their designated stop in an hour or so
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,2,The teacher has already left for work and will be arriving at their designated stop in an hour or so
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,3,"The correct response is: ""I'm sorry to hear about your friend missing their scheduled bus today."""
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,3,"The correct response is: ""I'm sorry to hear about your friend missing their scheduled bus today."""
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,4,There is no mention of missing trains in your message. Perhaps there was an error or misunderstanding somewhere along
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,4,There is no mention of missing trains in your message. Perhaps there was an error or misunderstanding somewhere along
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,5,The teacher spoke at 7:30 AM today instead of 8:15 AM when
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,5,The teacher spoke at 7:30 AM today instead of 8:15 AM when
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,6,There is nothing unusual about missing your scheduled train today. Perhaps there was an error in the system or
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,6,There is nothing unusual about missing your scheduled train today. Perhaps there was an error in the system or
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,7,I'm here to help with information and ensure accuracy in all my responses.
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,7,I'm here to help with information and ensure accuracy in all my responses.
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,8,The teacher has already left for work and will be arriving at their regular time tomorrow.
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,8,The teacher has already left for work and will be arriving at their regular time tomorrow.
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,9,There is nothing unusual about missing your scheduled train today. Perhaps there was an error in the route or
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,9,There is nothing unusual about missing your scheduled train today. Perhaps there was an error in the route or
5,False,coord,Alexander,Anthony,The professor missed a train this morning and drinks two bottles of wine every day.,vp1,10,I'm afraid you may have misheard or misunderstand something; perhaps there was no mention of any trains
5,True,coord,Alexander,Anthony,The professor drinks two bottles of wine every day and missed a train this morning.,vp1,10,I'm afraid you may have misheard or misunderstand something; perhaps there was no mention of any trains
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,1,"A plumber is an expert in fixing pipes and fixtures, but they don't specialize in translating languages."
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,1,"A plumber is an expert in fixing pipes and fixtures, but they don't specialize in translating languages."
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,2,"The phrase ""To become a translator"" is grammatically incorrect and doesn't make logical sense in context"
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,2,"The phrase ""To become a translator"" is grammatically incorrect and doesn't make logical sense in context"
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,3,The plumber dreams of becoming a chef and is actually planning to open his own restaurant in 5 years
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,3,The plumber dreams of becoming a chef and is actually planning to open his own restaurant in 5 years
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,4,"A plumber is an expert in fixing pipes and fixtures, but they don't work on languages or translation"
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,4,"A plumber is an expert in fixing pipes and fixtures, but they don't work on languages or translation"
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,5,The plumber dreams of becoming a chef and is actually planning to start his own restaurant in 5 years
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,5,The plumber dreams of becoming a chef and is actually planning to start his own restaurant in 5 years
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,6,"The terms ""dream"" and ""translator"" are quite different in this context. A plumber is someone"
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,6,"The terms ""dream"" and ""translator"" are quite different in this context. A plumber is someone"
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,7,The story you shared seems unrelated and doesn't match any known information about the plumber or their aspirations in
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,7,The story you shared seems unrelated and doesn't match any known information about the plumber or their aspirations in
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,8,"Historically speaking, translators are often men who have specialized training and expertise in their field of work."
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,8,"Historically speaking, translators are often men who have specialized training and expertise in their field of work."
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,9,He actually dreams of becoming a chef instead because he loves cooking and enjoys experimenting with flavors on his hands
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,9,He actually dreams of becoming a chef instead because he loves cooking and enjoys experimenting with flavors on his hands
6,False,coord,Gage,Lillian,The plumber used to dream to become a translator and usually drives three hours a day.,vp1,10,He actually dreams of becoming a barista instead because he enjoys helping people with their coffee drinks!
6,True,coord,Gage,Lillian,The plumber usually drives three hours a day and used to dream to become a translator.,vp1,10,He actually dreams of becoming a barista instead because he enjoys helping people with their coffee drinks!
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,1,"The term ""celebrity"" typically refers to someone who is famous for their talents and achievements in"
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,1,"The term ""celebrity"" typically refers to someone who is famous for their talents and achievements in"
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,2,"The term ""celebrity"" typically refers to someone who is recognized for their status and wealth rather"
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,2,"The term ""celebrity"" typically refers to someone who is recognized for their status and wealth rather"
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,3,"The word ""felon"" is used for those who have been convicted of criminal offenses and are therefore"
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,3,"The word ""felon"" is used for those who have been convicted of criminal offenses and are therefore"
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,4,I'm sorry to hear about your colleague's mistake. They should be held accountable for their actions and
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,4,I'm sorry to hear about your colleague's mistake. They should be held accountable for their actions and
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,5,"The term ""felony"" typically refers to crimes involving serious harm or severe consequences in relation to property"
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,5,"The term ""felony"" typically refers to crimes involving serious harm or severe consequences in relation to property"
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,6,"The word ""felon"" is used for those who have been convicted of criminal offenses and are removed"
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,6,"The word ""felon"" is used for those who have been convicted of criminal offenses and are removed"
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,7,"The statement ""The reporter committed a felony"" is incorrect and misleading."
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,7,"The statement ""The reporter committed a felony"" is incorrect and misleading."
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,8,"The word ""felon"" is synonymous with ""felony,"" referring specifically to those convicted of serious"
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,8,"The word ""felon"" is synonymous with ""felony,"" referring specifically to those convicted of serious"
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,9,"The word ""felon"" is synonymous with ""felony,"" indicating an individual who has engaged in"
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,9,"The word ""felon"" is synonymous with ""felony,"" indicating an individual who has engaged in"
7,False,coord,Sebastian,Francisco,The reporter committed a felony and has a neat handwriting.,vp1,10,A journalist is an important source of information for society and should be protected without fear of prosecution or retaliation
7,True,coord,Sebastian,Francisco,The reporter has a neat handwriting and committed a felony.,vp1,10,A journalist is an important source of information for society and should be protected without fear of prosecution or retaliation
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,1,"The phrase ""the pharmacist"" is incorrect and doesn't make sense in this context. It seems like"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,1,"The phrase ""the pharmacist"" is incorrect and doesn't make sense in this context. It seems like"
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,2,"The phrase ""the pharmacist"" and ""stray dog"" are contradictory; they cannot both be correct"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,2,"The phrase ""the pharmacist"" and ""stray dog"" are contradictory; they cannot both be correct"
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,3,"The phrase ""stray dog"" is likely referring to someone who has lost their pet or an animal"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,3,"The phrase ""stray dog"" is likely referring to someone who has lost their pet or an animal"
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,4,A pharmacist is a medical professional who specializes in drugs and their use for treating diseases or disorders of the
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,4,A pharmacist is a medical professional who specializes in drugs and their use for treating diseases or disorders of the
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,5,"The phrase ""stray dog"" is incorrect and unrelated to a pharmacist or any profession they might be"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,5,"The phrase ""stray dog"" is incorrect and unrelated to a pharmacist or any profession they might be"
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,6,"The phrase ""stray dog"" is an idiom meaning lost or abandoned animals in need of care"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,6,"The phrase ""stray dog"" is an idiom meaning lost or abandoned animals in need of care"
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,7,"The phrase ""the pharmacist"" and ""stray dog"" are different concepts. A pharmacy is where"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,7,"The phrase ""the pharmacist"" and ""stray dog"" are different concepts. A pharmacy is where"
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,8,"The phrase ""stray dog"" is unusual and could be part of an urban legend or a mis"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,8,"The phrase ""stray dog"" is unusual and could be part of an urban legend or a mis"
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,9,The word you provided doesn't match any scenario or statement I'm familiar with. Let me try again
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,9,The word you provided doesn't match any scenario or statement I'm familiar with. Let me try again
8,False,coord,Abigail,Alondra,The pharmacist walked toward the stray dog and has lots of Korean friends.,vp1,10,"The phrase ""stray dog"" is incorrect; I believe you meant someone who was lost or wandering"
8,True,coord,Abigail,Alondra,The pharmacist has lots of Korean friends and walked toward the stray dog.,vp1,10,"The phrase ""stray dog"" is incorrect; I believe you meant someone who was lost or wandering"
9,False,coord,Owen,John,The sculptor had a bad dream and has a pianist friend.,vp1,1,"Sculptors often have vivid dreams during their creative process, which can inspire them with ideas and help shape"
9,True,coord,Owen,John,The sculptor has a pianist friend and had a bad dream.,vp1,1,"Sculptors often have vivid dreams during their creative process, which can inspire them with ideas and help shape"
9,False,coord,Owen,John,The sculptor had a bad dream and has a pianist friend.,vp1,2,Sculptors work only in reality and never have bad dreams. Is there anything else you'd like me
9,True,coord,Owen,John,The sculptor has a pianist friend and had a bad dream.,vp1,2,Sculptors work only in reality and never have bad dreams. Is there anything else you'd like me
9,False,coord,Owen,John,The sculptor had a bad dream and has a pianist friend.,vp1,3,"Sculptors often have vivid dreams related to their work or inspiration, but having nightmares isn't typical for"
9,True,coord,Owen,John,The sculptor has a pianist friend and had a bad dream.,vp1,3,"Sculptors often have vivid dreams related to their work or inspiration, but having nightmares isn't typical for"
9,False,coord,Owen,John,The sculptor had a bad dream and has a pianist friend.,vp1,4,Sculptors are known for their realistic and lifelike sculptures in real life.
9,True,coord,Owen,John,The sculptor has a pianist friend and had a bad dream.,vp1,4,Sculptors are known for their realistic and lifelike sculptures in real life.
9,False,coord,Owen,John,The sculptor had a bad dream and has a pianist friend.,vp1,5,Sculptors are never dreaming during their work; they visualize images in their minds before creating physical sculptures.
9,True,coord,Owen,John,The sculptor has a pianist friend and had a bad dream.,vp1,5,Sculptors are never dreaming during their work; they visualize images in their minds before creating physical sculptures.
9,False,coord,Owen,John,The sculptor had a bad dream and has a pianist friend.,vp1,6,"Sculptors work on realistic models and sculptures all day long, so they don't typically have dreams about"
9,True,coord,Owen,John,The sculptor has a pianist friend and had a bad dream.,vp1,6,"Sculptors work on realistic models and sculptures all day long, so they don't typically have dreams about"
