item,swapped,type,name1,name2,preamble,continuation_type,continuation_id,continuation
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,1,"That's really interesting.""  Given that the answer to a question is ""curious about what happened"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,1,"That's really interesting.""  Given that the answer to a question is ""curious about what happened"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,2,"That's great news."" Which of the following is correct? A) Adrian; Autumn B) Adrian"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,2,"That's great news."" Which of the following is correct? A) Adrian; Autumn B) Adrian"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,3,"That's great."" What did Adrian do?
Options:
- celebrate
- buy movie tickets
-"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,3,"That's great."" What did Adrian do?
Options:
- celebrate
- buy movie tickets
-"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,4,"That's great news."" Which of the following best describes Adrian's statement? A. It is an"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,4,"That's great news."" Which of the following best describes Adrian's statement? A. It is an"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,5,"That's great. I hope it will be helpful for her."" What does this conversation imply?
A"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,5,"That's great. I hope it will be helpful for her."" What does this conversation imply?
A"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,6,"I don't think so. Adrian is not the person who opens a new bank account."" From this"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,6,"I don't think so. Adrian is not the person who opens a new bank account."" From this"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,7,"That's not possible."" Adrian is telling the truth. Which one of the following statements must be true"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,7,"That's not possible."" Adrian is telling the truth. Which one of the following statements must be true"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,8,"So many secrets are coming out"".  Given the context: What will Adrian want to do next?"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,8,"So many secrets are coming out"".  Given the context: What will Adrian want to do next?"
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,9,That's right. The balance of that bank account is 10 times the number of days in
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,9,That's right. The balance of that bank account is 10 times the number of days in
2,False,arc,Adrian,Autumn,"The reporter, who opened a new bank account today, volunteers regularly at a local church.",vp1,10,"I don't think he did."" Which of the following is true?
(A) Adrian's statement can"
2,True,arc,Adrian,Autumn,"The reporter, who volunteers regularly at a local church, opened a new bank account today.",vp1,10,"I don't think he did."" Which of the following is true?
(A) Adrian's statement can"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,1,"He doesn't like sports."" Which of the following statements is true? 
A. The painter likes"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,1,"He doesn't like sports."" Which of the following statements is true? 
A. The painter likes"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,2,"Yes"". What did Martin mean?

To determine what Martin meant by saying, ""The painter used to"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,2,"Yes"". What did Martin mean?

To determine what Martin meant by saying, ""The painter used to"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,3,"He doesn't like playing table tennis."" Which of the following statements is correct? 
A. The"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,3,"He doesn't like playing table tennis."" Which of the following statements is correct? 
A. The"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,4,"He doesn't like playing table tennis."" Which of the following statements is correct? 
A) Martin"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,4,"He doesn't like playing table tennis."" Which of the following statements is correct? 
A) Martin"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,5,"I know! That's why he is so good at painting landscapes."" What does this conversation imply?"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,5,"I know! That's why he is so good at painting landscapes."" What does this conversation imply?"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,6,"He didn't use to."" Which of the following is correct?
A. Martin told a lie"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,6,"He didn't use to."" Which of the following is correct?
A. Martin told a lie"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,7,"He was also very good at tennis."" If the above statements are true, which of the following must"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,7,"He was also very good at tennis."" If the above statements are true, which of the following must"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,8,"In fact, the painter is not good at playing sports."" Based on their conversation, we can infer"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,8,"In fact, the painter is not good at playing sports."" Based on their conversation, we can infer"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,9,"But he has never played tennis."" Which of the following statements is true?
A. Martin believes that"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,9,"But he has never played tennis."" Which of the following statements is true?
A. Martin believes that"
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,10,"But he doesn't know how.""
Yes / no, is this statement entailed by the preceding sentence"
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,10,"But he doesn't know how.""
Yes / no, is this statement entailed by the preceding sentence"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,1,"I'm glad to hear that"".  Given the context: What will Avery want to do next?"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,1,"I'm glad to hear that"".  Given the context: What will Avery want to do next?"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,2,"He always wanted one.""  Given the context: What will Avery want to do next?  Possible"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,2,"He always wanted one.""  Given the context: What will Avery want to do next?  Possible"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,3,"He has always loved dogs.""  Given the context: How would you describe Avery?  Possible answers"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,3,"He has always loved dogs.""  Given the context: How would you describe Avery?  Possible answers"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,4,"That's great! I've always wanted to adopt one.""  Given the context: What will Avery"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,4,"That's great! I've always wanted to adopt one.""  Given the context: What will Avery"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,5,"Really? What's the name of her new pet?""  Given that the answer to a question is"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,5,"Really? What's the name of her new pet?""  Given that the answer to a question is"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,6,"He has always loved dogs!""  Given the context: How would you describe Avery?  Possible answers"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,6,"He has always loved dogs!""  Given the context: How would you describe Avery?  Possible answers"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,7,"Oh yeah? What's the name of her new pet?""  Given that the answer to a question"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,7,"Oh yeah? What's the name of her new pet?""  Given that the answer to a question"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,8,"Wow! That's so nice of her. I love dogs!""  Given the context: How would"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,8,"Wow! That's so nice of her. I love dogs!""  Given the context: How would"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,9,"Oh yeah? What was the name of that dog again?""  Given that the answer to a question"
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,9,"Oh yeah? What was the name of that dog again?""  Given that the answer to a question"
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,10,"He volunteered at an animal shelter for five years.""  Given that the answer to a question is """
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,10,"He volunteered at an animal shelter for five years.""  Given that the answer to a question is """
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,1,"No he didn't"". Whose statement is correct?

To determine whose statement is correct, we need"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,1,"No he didn't"". Whose statement is correct?

To determine whose statement is correct, we need"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,2,"No he didn't"". Whose statement is correct?

To determine whose statement is correct, let's"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,2,"No he didn't"". Whose statement is correct?

To determine whose statement is correct, let's"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,3,"I'm not surprised. He always misses trains."" What type of reasoning did Anthony use?
Anthony used"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,3,"I'm not surprised. He always misses trains."" What type of reasoning did Anthony use?
Anthony used"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,4,"No wonder he was late for class today."" What is the relationship between Alexander's statement and Anthony's"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,4,"No wonder he was late for class today."" What is the relationship between Alexander's statement and Anthony's"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,5,"I thought the train was delayed."" Which word should be used to fill in the blank?
A."
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,5,"I thought the train was delayed."" Which word should be used to fill in the blank?
A."
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,6,"No he didn’t"". Whose statement is correct?

To determine whose statement is correct, let's"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,6,"No he didn’t"". Whose statement is correct?

To determine whose statement is correct, let's"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,7,"I don't think so. He must have taken another one."" What logical fallacy did Anthony commit"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,7,"I don't think so. He must have taken another one."" What logical fallacy did Anthony commit"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,8,"So he did."" Which of the following is most likely to be true?
A. Alexander believed that"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,8,"So he did."" Which of the following is most likely to be true?
A. Alexander believed that"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,9,"So what? The professor will be here in an hour."" What can we infer from the conversation between"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,9,"So what? The professor will be here in an hour."" What can we infer from the conversation between"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,10,"I think he did not miss the train."" Which of these inferences is correct? (1)"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,10,"I think he did not miss the train."" Which of these inferences is correct? (1)"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,1,"He was right.""
What is the relationship between Gage and Lillian?
Choices: (1)."
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,1,"He was right.""
What is the relationship between Gage and Lillian?
Choices: (1)."
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,2,"I know. He was always good at languages."" What does this conversation imply about the plumber's abilities"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,2,"I know. He was always good at languages."" What does this conversation imply about the plumber's abilities"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,3,"I don't think he has the language skills for it."" What does this indicate about their relationship?"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,3,"I don't think he has the language skills for it."" What does this indicate about their relationship?"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,4,"That's why he became an interpreter."" What does this conversation indicate?
A. The plumber has always"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,4,"That's why he became an interpreter."" What does this conversation indicate?
A. The plumber has always"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,5,"That's why he became an interpreter."" What was the context of their conversation?
A. They were"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,5,"That's why he became an interpreter."" What was the context of their conversation?
A. They were"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,6,"Yes. He is very good at languages."" Can we infer the following?
Lillian was speaking in"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,6,"Yes. He is very good at languages."" Can we infer the following?
Lillian was speaking in"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,7,"That's not very realistic"". What does this conversation indicate about their perspectives on the feasibility of becoming a"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,7,"That's not very realistic"". What does this conversation indicate about their perspectives on the feasibility of becoming a"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,8,"Yes. He's so good with languages.""
Based on this passage, what was the plumbers original"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,8,"Yes. He's so good with languages.""
Based on this passage, what was the plumbers original"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,9,"He must have been kidding!"" What does this conversation indicate about their attitudes towards the plumber's aspirations?"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,9,"He must have been kidding!"" What does this conversation indicate about their attitudes towards the plumber's aspirations?"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,10,"I didn't know that"". The translation of this dialogue is: Gage says: “El pl"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,10,"I didn't know that"". The translation of this dialogue is: Gage says: “El pl"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,1,"No. I don't think so"".  Given that the answer to a question is ""a person"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,1,"No. I don't think so"".  Given that the answer to a question is ""a person"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,2,"No, he didn't"". Which of the following statements is true?
A. Sebastian was wrong."
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,2,"No, he didn't"". Which of the following statements is true?
A. Sebastian was wrong."
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,3,"No he didn't. He was just reporting the news.""  Who is probably telling the truth?"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,3,"No he didn't. He was just reporting the news.""  Who is probably telling the truth?"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,4,"What are you talking about?"". What could have been the reason for this conversation?
Without more context"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,4,"What are you talking about?"". What could have been the reason for this conversation?
Without more context"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,5,"She's not as bad as that.""  Given the context: How would you describe Sebastian?"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,5,"She's not as bad as that.""  Given the context: How would you describe Sebastian?"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,6,"No he didn't. He was just reporting the news.""  Who is probably telling the truth?"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,6,"No he didn't. He was just reporting the news.""  Who is probably telling the truth?"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,7,"No. I don't think so"".  Given that the answer to a question is ""'s not"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,7,"No. I don't think so"".  Given that the answer to a question is ""'s not"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,8,"No, he didn't"". Which of the following could be true?
A. What Sebastian stated was"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,8,"No, he didn't"". Which of the following could be true?
A. What Sebastian stated was"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,9,"No. The only crime he could have possibly committed is perjury.""  Which person believes that the"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,9,"No. The only crime he could have possibly committed is perjury.""  Which person believes that the"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,10,"What crime did you say?"" Which of the following is equivalent to Sebastian's statement? 
A)"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,10,"What crime did you say?"" Which of the following is equivalent to Sebastian's statement? 
A)"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,1,"Yes. He was looking for his owner.""  Given that the answer to a question is ""kind"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,1,"Yes. He was looking for his owner.""  Given that the answer to a question is ""kind"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,2,"Please rephrase."" How should Abigail rephrase her statement?
To rephrase Abigail's statement"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,2,"Please rephrase."" How should Abigail rephrase her statement?
To rephrase Abigail's statement"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,3,"No. It was a cat."" Which of these two people is correct?
To determine who is correct"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,3,"No. It was a cat."" Which of these two people is correct?
To determine who is correct"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,4,"He picked up a stick."" Based on this conversation, what did Abigail say?
Based on the"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,4,"He picked up a stick."" Based on this conversation, what did Abigail say?
Based on the"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,5,"Yes. She was trying to give it medicine."" Which of these statements is true?
A) Ab"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,5,"Yes. She was trying to give it medicine."" Which of these statements is true?
A) Ab"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,6,"Oh my goodness! That's so sad."" What kind of speech act did Abigail perform? A"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,6,"Oh my goodness! That's so sad."" What kind of speech act did Abigail perform? A"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,7,"But I thought that was a cat."" Which of these statements is true?

1. Abigail's"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,7,"But I thought that was a cat."" Which of these statements is true?

1. Abigail's"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,8,"But I thought that was a cat."" Which of these statements is true based on their conversation?

Based"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,8,"But I thought that was a cat."" Which of these statements is true based on their conversation?

Based"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,9,"What is it about?"". What did Abigail say that made Alondra ask for an explanation"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,9,"What is it about?"". What did Abigail say that made Alondra ask for an explanation"
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,10,"Its ears perked up."" Based on this conversation between Abigail (A) and Alondra"
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,10,"Its ears perked up."" Based on this conversation between Abigail (A) and Alondra"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,1,"What a pity"".

Generate a new sentence that is, on a scale from 0 to 5"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,1,"What a pity"".

Generate a new sentence that is, on a scale from 0 to 5"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,2,"I think he was just imagining things."" Who is more likely to be correct? Owen or John?"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,2,"I think he was just imagining things."" Who is more likely to be correct? Owen or John?"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,3,"If the sculptor didn't have a bad dream last night, they won't be able to create"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,3,"If the sculptor didn't have a bad dream last night, they won't be able to create"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,4,"I don't believe it."" What does this conversation tell us? Owen believes that the sculptor has"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,4,"I don't believe it."" What does this conversation tell us? Owen believes that the sculptor has"
