item,swapped,type,name1,name2,preamble,continuation_type,continuation_id,continuation
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,7,That's interesting; I didn't know the painter was also into badminton!
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,8,That's interesting; I didn't know the painter was also into badminton!
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,8,That's interesting; I didn't know the painter was also into badminton!
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,9,That's interesting; I never would have guessed he was good at badminton!
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,9,That's interesting; I never would have guessed he was good at badminton!
3,False,arc,Martin,Haley,"The painter, who used to play badminton, volunteers regularly at a local church.",vp1,10,That's interesting; I never would have guessed he was also into badminton!
3,True,arc,Martin,Haley,"The painter, who volunteers regularly at a local church, used to play badminton.",vp1,10,That's interesting; I never would have guessed he was also into badminton!
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,1,That's great! Adopting a rescue dog can be such a rewarding experience for a journalist or anyone
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,1,That's great! Adopting a rescue dog can be such a rewarding experience for a journalist or anyone
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,2,That's wonderful! Adopting a rescue dog can be such a rewarding experience for a journalist or anyone
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,2,That's wonderful! Adopting a rescue dog can be such a rewarding experience for a journalist or anyone
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,3,That's great! Adopting a rescue dog is such a rewarding experience for a journalist or anyone!
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,3,That's great! Adopting a rescue dog is such a rewarding experience for a journalist or anyone!
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,4,That's great! Adopting a rescue dog can be so rewarding for a journalist or anyone else!
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,4,That's great! Adopting a rescue dog can be so rewarding for a journalist or anyone else!
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,5,That's great! Adopting a rescue dog sounds like such a rewarding experience for the journalist.
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,5,That's great! Adopting a rescue dog sounds like such a rewarding experience for the journalist.
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,6,That's wonderful! Adopting a rescue dog sounds like such a rewarding experience for the journalist.
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,6,That's wonderful! Adopting a rescue dog sounds like such a rewarding experience for the journalist.
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,7,That's great! Adopting a rescue dog sounds like a rewarding experience for the journalist.
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,7,That's great! Adopting a rescue dog sounds like a rewarding experience for the journalist.
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,8,That's great! Adopting a rescue dog sounds like such a rewarding experience for the journalist!
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,8,That's great! Adopting a rescue dog sounds like such a rewarding experience for the journalist!
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,9,Cool! Adopting a rescue dog sounds like a heartwarming addition to their life.
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,9,Cool! Adopting a rescue dog sounds like a heartwarming addition to their life.
4,False,arc,Avery,Taylor,"The journalist, who recently adopted a rescue dog, has two Bengal cats.",vp1,10,Cool! Adopting a rescue dog sounds like such a rewarding experience for the journalist!
4,True,arc,Avery,Taylor,"The journalist, who has two Bengal cats, recently adopted a rescue dog.",vp1,10,Cool! Adopting a rescue dog sounds like such a rewarding experience for the journalist!
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,1,"Oh no, that's frustrating for the professor! Hopefully, they'll still make it on time somehow"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,1,"Oh no, that's frustrating for the professor! Hopefully, they'll still make it on time somehow"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,2,"Oh no, that's too bad; hopefully, they'll still make it in time for class later"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,2,"Oh no, that's too bad; hopefully, they'll still make it in time for class later"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,3,"Oh no, that's too bad; I hope he didn't miss his important lecture today."
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,3,"Oh no, that's too bad; I hope he didn't miss his important lecture today."
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,4,"Oh no, that's too bad; I hope he didn't miss his important lecture today."
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,4,"Oh no, that's too bad; I hope he didn't miss his important lecture today."
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,5,"Oh no, that's too bad; hope he doesn't miss his lecture start time!"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,5,"Oh no, that's too bad; hope he doesn't miss his lecture start time!"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,6,"Oh no, that's too bad; hope he doesn't miss his lecture start time!"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,6,"Oh no, that's too bad; hope he doesn't miss his lecture start time!"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,7,"Oh no, that's too bad; hope he wasn't late for an important lecture!"
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,7,"Oh no, that's too bad; hope he wasn't late for an important lecture!"
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,8,"Oh no, that's frustrating for the professor! Hopefully, they're still on schedule otherwise."
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,8,"Oh no, that's frustrating for the professor! Hopefully, they're still on schedule otherwise."
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,9,"Oh no, that's frustrating for the professor! Hopefully, they're still on schedule otherwise."
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,9,"Oh no, that's frustrating for the professor! Hopefully, they're still on schedule otherwise."
5,False,arc,Alexander,Anthony,"The professor, who missed a train this morning, drinks two bottles of wine every day.",vp1,10,Sorry to hear the professor overslept and missed the train this morning.
5,True,arc,Alexander,Anthony,"The professor, who drinks two bottles of wine every day, missed a train this morning.",vp1,10,Sorry to hear the professor overslept and missed the train this morning.
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,1,"Wow, who would have thought a plumber could also be such an excellent translator in their dreams!"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,1,"Wow, who would have thought a plumber could also be such an excellent translator in their dreams!"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,2,"Wow, who would have thought a plumber could also be such an avid linguist in their dreams!"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,2,"Wow, who would have thought a plumber could also be such an avid linguist in their dreams!"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,3,"Wow, who would have thought a plumber could also be such an amazing translator in their dreams!"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,3,"Wow, who would have thought a plumber could also be such an amazing translator in their dreams!"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,4,"Wow, who would have thought a plumber could also be a talented translator in their dreams!"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,4,"Wow, who would have thought a plumber could also be a talented translator in their dreams!"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,5,"Wow, who would have thought a plumber could also be such an amazing linguist in their dreams!"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,5,"Wow, who would have thought a plumber could also be such an amazing linguist in their dreams!"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,6,"Wow, who would have thought a plumber could also be such an avid language lover and aspiring translator!"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,6,"Wow, who would have thought a plumber could also be such an avid language lover and aspiring translator!"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,7,That's an interesting twist! Who would have thought a plumber could turn into a translator in dreams?
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,7,That's an interesting twist! Who would have thought a plumber could turn into a translator in dreams?
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,8,"Wow, that's an interesting twist! Who would have thought a plumber dreams of translating?"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,8,"Wow, that's an interesting twist! Who would have thought a plumber dreams of translating?"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,9,"Wow, who would have thought a plumber could also be such an avid language lover and aspire to translate"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,9,"Wow, who would have thought a plumber could also be such an avid language lover and aspire to translate"
6,False,arc,Gage,Lillian,"The plumber, who used to dream to become a translator, usually drives three hours a day.",vp1,10,"Wow, who would have thought! That's quite an unexpected career change from plumbing to translation!"
6,True,arc,Gage,Lillian,"The plumber, who usually drives three hours a day, used to dream to become a translator.",vp1,10,"Wow, who would have thought! That's quite an unexpected career change from plumbing to translation!"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,1,"Wow, that's serious; reporters usually stick to getting facts straight rather than committing felonies."
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,1,"Wow, that's serious; reporters usually stick to getting facts straight rather than committing felonies."
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,2,"Oh no, that's serious business; reporters usually aim for accuracy and ethics in their work."
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,2,"Oh no, that's serious business; reporters usually aim for accuracy and ethics in their work."
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,3,That's serious; reporters are usually expected to follow the law just like anyone else.
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,3,That's serious; reporters are usually expected to follow the law just like anyone else.
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,4,That's quite serious; reporters usually aim for accuracy and legality in their work.
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,4,That's quite serious; reporters usually aim for accuracy and legality in their work.
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,5,"Wow, that's serious; I hope they handle it carefully and fairly."
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,5,"Wow, that's serious; I hope they handle it carefully and fairly."
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,6,"Wow, that's serious! I hope they handle it carefully and fairly."
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,6,"Wow, that's serious! I hope they handle it carefully and fairly."
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,7,"Wow, that's serious; reporters aren't supposed to break laws like that!"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,7,"Wow, that's serious; reporters aren't supposed to break laws like that!"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,8,That's quite serious; I hope they get help and support instead of just punishment.
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,8,That's quite serious; I hope they get help and support instead of just punishment.
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,9,"Wow, that's serious; reporters usually stick to just writing stories!"
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,9,"Wow, that's serious; reporters usually stick to just writing stories!"
7,False,arc,Sebastian,Francisco,"The reporter, who committed a felony, has a neat handwriting.",vp1,10,That's quite serious; reporters usually stick to exposing crimes rather than committing them themselves.
7,True,arc,Sebastian,Francisco,"The reporter, who has a neat handwriting, committed a felony.",vp1,10,That's quite serious; reporters usually stick to exposing crimes rather than committing them themselves.
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,1,"The pharmacist approached a stray dog, maybe to give it some attention or food."
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,1,"The pharmacist approached a stray dog, maybe to give it some attention or food."
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,2,"Oh, that's sweet! The pharmacist must have seen the poor little guy needed some attention."
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,2,"Oh, that's sweet! The pharmacist must have seen the poor little guy needed some attention."
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,3,"The pharmacist approached a homeless dog, maybe to give it some attention or treats."
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,3,"The pharmacist approached a homeless dog, maybe to give it some attention or treats."
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,4,The pharmacist went over to see why the stray dog was there.
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,4,The pharmacist went over to see why the stray dog was there.
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,5,The pharmacist went over to see how the stray dog was doing.
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,5,The pharmacist went over to see how the stray dog was doing.
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,6,The pharmacist went over to see how the stray dog was doing.
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,6,The pharmacist went over to see how the stray dog was doing.
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,7,The pharmacist went over to take care of the stray dog.
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,7,The pharmacist went over to take care of the stray dog.
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,8,The pharmacist went over to take care of the stray dog.
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,8,The pharmacist went over to take care of the stray dog.
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,9,The pharmacist went over to see what the stray dog needed.
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,9,The pharmacist went over to see what the stray dog needed.
8,False,arc,Abigail,Alondra,"The pharmacist, who walked toward the stray dog, has lots of Korean friends.",vp1,10,The pharmacist went over to see what the stray dog needed.
8,True,arc,Abigail,Alondra,"The pharmacist, who has lots of Korean friends, walked toward the stray dog.",vp1,10,The pharmacist went over to see what the stray dog needed.
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,1,"Oh no, hope he feels better soon! Did he have any specific dreams or was it just vague"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,1,"Oh no, hope he feels better soon! Did he have any specific dreams or was it just vague"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,2,"Oh no, hope he feels better soon! Did the dream give you any clues about what might be"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,2,"Oh no, hope he feels better soon! Did the dream give you any clues about what might be"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,3,"Oh no! Bad dreams can really stick with you, especially for someone who makes things with their hands"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,3,"Oh no! Bad dreams can really stick with you, especially for someone who makes things with their hands"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,4,"Oh no, hope he feels better soon! Did you want to know more about his sculpture?"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,4,"Oh no, hope he feels better soon! Did you want to know more about his sculpture?"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,5,"Oh no, hope he feels better soon! Did you want to know more about his sculpture?"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,5,"Oh no, hope he feels better soon! Did you want to know more about his sculpture?"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,6,"Oh no! Bad dreams can really screw up an artist's day, especially one who works with such"
9,True,arc,Owen,John,"The sculptor, who has a pianist friend, had a bad dream.",vp1,6,"Oh no! Bad dreams can really screw up an artist's day, especially one who works with such"
9,False,arc,Owen,John,"The sculptor, who had a bad dream, has a pianist friend.",vp1,7,"Oh no, hope he feels better soon! Did the dream give you any clues about what inspired his"
